,filename,ID,Result,AA_Rationale,AA_Factor,AD_Rationale,AD_Factor,RA_Rationale,RA_Factor,RD_Rationale,RD_Factor
10,"201601/臺灣彰化地方法院民事/CHDV,104,親,2,20160120,2.json",51_20_a0e668,a,案主年幼，現與案母同住，其狀況良好，親子互動親密。兩造經濟能力皆能滿足案主之需求，唯案主出生至今皆由案母及其家人照料本院評估兩造現狀及親子互動關係等，爰認對於兩造未成年子女即原告甲○○權利、義務之行使、負擔者由原告乙○○任之係符合未成年子女之最佳利益。,"子女年齡,親子感情,父母生活,父母經濟",,,兩造經濟能力皆能滿足案主之需求,父母經濟,未曾主動探視及電話關心，且避不見面。案主出生後，案母曾要求共組家庭，但自己因故拒絕。,"親子感情,父母生活"
11,"201608/臺灣高雄少年及家事法院民事/KSYV,102,家親聲,544,20160830,2.json",48_28_8e8860,b,綜合經濟能力、親職能力、居住環境、支持系統、監護動機等項，提出評估建議，認：甲○○與丙○○在經濟狀況及親職能力上各佔優勢甲○○、丙○○均適合監護工作，建議由甲○○、丙○○共同監護，,"親子感情,支持系統,父母生活,父母經濟",審酌甲○○與丙○○間對於乙○○之教育及生活照顧方式仍有歧見，難以相互信任，對於乙○○權利義務之行使負擔均聲請單獨任之，無共同行使親權之共識，不適合共同行使親權,"親子感情,意願能力",綜合經濟能力、親職能力、居住環境、支持系統、監護動機等項，提出評估建議，認：甲○○與丙○○在經濟狀況及親職能力上各佔優勢甲○○、丙○○均適合監護工作，建議由甲○○、丙○○共同監護，乙○○年僅_AgesYear_，出生後即與丙○○同住迄今，習於丙○○及同住家人之照顧及生活環境，已建立穩定及親密之情感，如變動其熟悉之生活環境而全面改變其生活方式，恐不利於其成長及人格發展，認本件關於甲○○與丙○○所生未成年子女乙○○權利義務之行使或負擔由丙○○任之，較符合未成年子女之最佳利益,"子女年齡,親子感情,支持系統,父母經濟,人格發展",審酌甲○○與丙○○間對於乙○○之教育及生活照顧方式仍有歧見，難以相互信任，對於乙○○權利義務之行使負擔均聲請單獨任之，無共同行使親權之共識，不適合共同行使親權,"親子感情,意願能力"
13,"201611/臺灣高等法院臺南分院民事/TNHV,105,家上,31,20161130,2.json",50_30_5cb9e2,a,希望維持現狀繼續照顧黃○○，有積極之意願欲負擔照顧責任；有足夠的工作收入，亦有穩固的支持系統，在生活上確實讓黃○○受到妥善的照顧，在各項評估指標上顯示其足以負擔照顧責任無虞；考量黃○○自出生至今主要居住於抗告人娘家，由抗告人及其家人照顧其生活起居，依主要照顧者原則及照顧之繼續性原則而言，建議由抗告人負擔黃○○的照顧責任應是較為合宜本院斟酌上開訪視報告，審酌黃○○自出生時起，主要居住於抗告人娘家，由抗告人及其家人照顧其生活起居多年，受到妥善照顧基於未成年子女最佳利益之考量，爰認對於兩造所生未成年子女黃○○權利義務之行使或負擔，以由抗告人任之較為適當。,"親子感情,支持系統,父母經濟,意願能力,主要照顧",,,希望兩造能夠維繫婚姻關係，共同負擔黃○○的照顧責任。有穩定的工作收入，亦有親屬可提供照顧之協助，,"主要照顧,支持系統,父母經濟",,
16,"201503/臺灣士林地方法院民事/SLDV,103,婚,369,20150306,1.json",16_05_1b4347,a,綜上所述，原告於親職能力、經濟能力、教養能力及支持系統等方面皆穩定，且具高度監護意願，監護動機亦為正向目的，且原告為目前被監護人之主要照顧者；在親職能力、經濟能力、教養能力及支持系統等方面，均具有單獨撫育甲○○之能力，主觀上亦有監護之意願，且長期負責照顧甲○○，已與甲○○間形成良好之情感依附關係，亦未見過去有何照顧不週或疏忽之情事。甲○○已年滿_AgesYear_，應具有事理判斷與表達意見之能力，併參其於訪視及本院審理時陳明願由原告單獨監護，並共同生活等語，本院亦應尊重其意願。認對於甲○○權利義務之行使或負擔，應酌定由原告單獨任之，始符合未成年子女之最佳利益,"子女年齡,親子感情,支持系統,父母經濟,子女意願,意願能力,主要照顧",曾有家庭暴力行為，且被監護人亦曾目睹家庭暴力。,"親子感情,父母生活",則於經濟能力、教養能力及支持系統等方面皆穩定，且具高度監護意願,"親子感情,意願能力,支持系統,父母經濟",曾有家庭暴力行為，且被監護人亦曾目睹家庭暴力。現未與甲○○同住，僅偶爾與甲○○見面，與甲○○之親子關係較顯疏離。,"親子感情,父母品行,父母生活"
17,"201602/臺灣士林地方法院民事/SLDV,103,婚,375,20160223,1.json",30_41_8b5d36,b,兩造均具撫育監護子女能力，,親子感情,,,兩造均具撫育監護子女能力，惟本院考量未成年子女陳芝妤以前多數時間係由被告即反請求原告甲○○擔任主要照顧者，照護情形良好，故訪視報告結論亦認未來宜由被告即反請求原告甲○○擔任其主要照顧者，且未成年子女陳芝妤於訪視時已明確表達希望與母親同住，,"子女意願,主要照顧,親子感情,意願能力",,
18,"201501/臺灣臺北地方法院民事/TPDV,102,婚,351,20150130,3.json",51_33_e934db,b,有監護之意願，而目前有穩定之收入，可提供未成年子女生活所需，且聲請人工作時間彈性，亦有足夠時間可親自照顧未成年子女，以原告目前之監護能力，原告適合擔任未成年子女之監護人等認兩造雖均有監護未成年子女之意願及能力，,"父母生活,意願能力,父母職業,父母經濟",自承其自102年起至_SpecificMonth_並未支付被告及丙○○之生活費、扶養費，且自_SpecificMonth_至_SpecificMonth_未前往探視丙○○等語明顯對未成年子女欠缺責任感，並有給未成年子女喝鳳梨啤酒之不當行為,親子感情,有照顧及單獨監護未成年子女之意願，工作及收入尚穩定，現階段尚能給予未成年子女穩定成長環境，又與家人同住，父母親可為穩定良好支持系統。觀察被告與未成年子女依附關係緊密良好，瞭解未成年子女身心發展狀況，未成年子女可接受其管教；評估其過去與現在均有實際撫育陪伴，親職能力尚良好。評估未成年子女目前無明顯被照顧不當情事，可維持由被告照顧，被告無明顯不適任監護人，依上開訪視報告，並考量未成年子女丙○○表明願與被告同住認兩造雖均有監護未成年子女之意願及能力，然未成年子女與被告同住多時，依附關係緊密，且未成年子女年僅_AgesYear_，倘令其脫離現狀，無論就學或生活均須重新適應，對未成年子女顯屬不利，是對未成年子女權利義務之行使或負擔，應由被告單獨任之，較符合丙○○之最佳利益。,"子女年齡,親子感情,父母生活,支持系統,父母經濟,子女意願,意願能力,人格發展,主要照顧",,
19,"201710/臺灣臺中地方法院民事/TCDV,106,家親聲,585,20171017,1.json",41_06_8eb5d2,a,惟兩造都欲爭取擔任主要照顧者之角色。然就本會所獲資訊，兩造過往皆有照顧未成年子女之事實，亦均可處理未成年子女之生活事務，其經濟能力亦可負擔未成年子女之生活所需原告在實際做法上對於未成年子女之各項照顧細節確實擁有縝密之規劃與關注。原告與未成年子女為相同性別，在生理照顧之注意方面較能予以關注與引導考量最小變動、年幼從母、同性別等諸原則,"子女年齡,親子感情,父母經濟,意願能力,主要照顧",原告之行為恐有限制被告探視未成年子女之情形原告未有交付未成年子女予被告之情況。原告之顧慮而限制被告探視之行為恐有影響被告與未成年子女保持良好互動與依附，實難言其為友善父母。,"親子感情,友善父母",惟兩造都欲爭取擔任主要照顧者之角色。然就本會所獲資訊，兩造過往皆有照顧未成年子女之事實，亦均可處理未成年子女之生活事務，其經濟能力亦可負擔未成年子女之生活所需,"主要照顧,親子感情,意願能力,父母經濟",,
20,"201509/臺灣新竹地方法院民事/SCDV,103,婚,117,20150925,1.json",46_12_7833c5,b,案主年齡_AgesYear_，已可清楚陳述過往被照顧情形，依案主所述，過往案父未離家前堪稱好父親，乙○○雖積極爭取甲○○之親權，且有相當經濟及家庭支持功能，,"子女年齡,親子感情,支持系統,父母經濟,意願能力",外遇離家後，對其與案母二人再無理會，因此對案父不甚諒解目前工作未定，其若取得親權，能否親自行使保護教養甲○○之情況尚有疑，且其若在大陸地區工作，甲○○則係由乙○○之家庭成員照顧，然父母子女之親情，難由其他親屬取代，乙○○及其家庭成員長期非甲○○主要照顧者，其等能否滿足甲○○身心等各方面需求，容有疑慮。,"主要照顧,親子感情,支持系統,父母生活",考量過往照顧經驗，未來期待也能延續照顧案主，案母並無不妥適監護動機；身心狀況及親職能力部份，案母能自行找尋紓壓方式，也能以自身過往經驗協助案主渡過案父離家之創傷，也能積極處理案主拒學問題，身心狀況及親職部份應屬足以提供案主所需過往多由案母照顧，明確表達希望繼續由案母照顧及監護之意願，評估案主監護意願明確，應可採信。就甲○○之教育方式，不同於一般學齡兒童按部就班接受傳統國民義務教育，但在家自學或融合學校，既係國民義務教育體系中合法之一環，丙○○依甲○○之個性、抗壓性、興趣等，以適性性為考量甲○○已_AgesYear_，對於與父母、父母之各家庭成員間互動，何者能給予其安全、滿足之心理環境及妥適的生活照顧，已有相當判斷能力，其在本院表達與丙○○共同生活之意願，本院亦當採酌。且甲○○對目前生活、就學環境已相當熟悉、適應，並無改變其目前生活之必要，以免徒增其適應上之壓力與困擾。,"子女年齡,親子感情,子女意願,父母健康,意願能力,主要照顧",婚後即未有工作，目前雖已於職訓局參加課程，但亦仍未有收入，每月房貸高達_AmountOfMoney_，生活支出全仰賴娘家家人協助，於未來計畫部分未見更為具體之因應對策，故案母非優先適合擔任監護人,"父母生活,父母經濟"
21,"201510/臺灣士林地方法院民事/SLDV,104,婚,123,20151030,1.json",31_02_054e98,c,未成年子女表示過去長期由原告照顧，考量未成年子女向由原告照顧，彼此熟悉，與被告互動關係疏離，但為避免未來未成年子女與被告間之關係僵化，建議由兩造共同行使親權，並由原告擔任主要照顧者，兩造均具有行使親權之意願及能力，然原告具有照顧乙○○、甲○○之經驗，目前亦與其等共同生活，互動關係良好，,"主要照顧,親子感情,意願能力",身心健康，過去擔任未成年子女之主要照顧者，與被告分居後仍有穩定工作，親屬亦能協助照顧未成年子女，然未能與被告協調教養方式之落差，導致衝突發生，甚使未成年子女陷入兩造之衝突關係，居住環境雖穩定，但無法滿足未成年子女對於獨立生活空間之需求；,"親子感情,父母生活,支持系統,父母健康,意願能力,主要照顧",,,具有照顧未成年子女之身心條件及經濟能力，亦能由親屬協助在工作時照顧未成年子女，但過去未能實際負擔教養工作，與未成年子女之互動有限，居住環境尚未能滿足未成年子女對於獨立生活空間之需求；兩造均具有行使親權之意願及能力，被告則因工作而與未成年子女較為疏離，互動關係亦見緊張，,"親子感情,父母生活,支持系統,父母經濟,意願能力,父母職業"
22,"201706/臺灣彰化地方法院民事/CHDV,105,婚,288,20170626,1.json",15_11_bffc8d,a,在經濟能力、居住環境、提供協助教養功能及滿足案主基本物質生活均為正面。顧及案主年紀尚幼，正值需要父母親的呵護照顧，且案父母的監護照顧條件均不分軒輊應具有單獨照顧未成年子女之親職能力所生未成年子女邱奕縢自_SpecificDate_出生以來，除被告返回娘家期間，未成年子女邱奕縢由被告家屬協助照顧外，其餘原告與被告共同生活期間，未成年子女邱奕縢皆由原告及原告家屬照顧為主,"子女年齡,父母生活,支持系統,父母經濟,意願能力",,,在經濟能力滿足案主基本物質需求、提供成長環境及協助教養等功能亦為正向。顧及案主年紀尚幼，正值需要父母親的呵護照顧，且案父母的監護照顧條件均不分軒輊,"子女年齡,親子感情,支持系統,父母經濟,意願能力",生活依賴父母協助之處較廣，若缺乏家人支持，恐有無法單獨行使親職教養能力之可能受精神疾病影響，經常窩在樓上看電視、睡覺，對自己所生之未成年子女邱奕縢，無法善盡保護與教養之責，此有秀傳紀念醫院所函覆之精神科病歷資料顯示被告產後欠缺對幼兒照顧之耐心，需家人從旁協助照顧幼兒，亦可得證依被告上開精神科病歷資料可知，被告確實罹患精神疾病多年，且其所患精神病必須長期服用相關精神病藥物予以控制，所生之未成年子女邱奕縢出生以來，被告欠缺對幼兒照顧之耐心，以致長期以來皆係由原告暨兩造親人在照顧撫育未成年子女邱奕縢,"子女年齡,親子感情,父母生活,支持系統,父母健康,意願能力"
23,"201505/臺灣臺中地方法院民事/TCDV,103,家親聲,782,20150529,1.json",36_18_ab7e94,c,聲請人父母因不希望被監護人因為熟悉的環境改變、受到傷害，希望被監護人能在正向環境中平穩成長，以求持續穩定提供被監護人良好之生活照顧及正向成長環境，並願持續擔負起養育被監護人之責，故聲請人父母希冀被監護人由聲請人單獨監護被監護人目前為_AgesYear_兒童，認知及語言表達能力發展程度尚未成熟，惟被監護人能了解監護權意義係「想跟誰住」，被監護人目前平日與聲請人父母同住，訪視時觀察被監護人受照顧情形良好，被監護人亦表達與聲請人父母互動之正向經驗。聲請人能以貼近兒童的形象，確實與未成年子女玩遊戲，符合該年紀兒童之主要需求，有助於未成年子女正面身心發展，亦能以家長角色引導被監護人從事正確行為，評估聲請人親職能力、教養能力及支持系統等方面皆穩定、良好且具有高度照顧意願聲請人父母為被監護人自出生後迄今長達5年餘之主要照顧者，訪視時觀察被監護人發育及受照顧情形良好，與聲請人、聲請人父母具有高度依附關係，尤其與聲請人母親密不可分。酌受監理人與目前主要照顧者即聲請人父母發展緊密的依附關係，而與相對人之情感連結較薄弱，倘冒然將受監理人與主要照顧者分離，可能導致受監理人產生分離焦慮而引發焦慮等負向情緒反應之疑慮,"子女年齡,親子感情,子女意願,父母品行,意願能力,人格發展,主要照顧",,,相對人相較之下，與未成年子女互動的時間較多相對人較具友善父母之態度,"親子感情,友善父母",,
